dataset,method,metric,value,z_score,severity,likely_cause,action
GSE130430_new,scCCVGBen_SuperGAT,Q_local_umap,0.5738003020638192,-2.6412759212823667,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,scCCVGBen,Q_global_umap,0.7695425061899885,-2.6403852901270914,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,scCCVGBen,distance_correlation_umap,0.686065891458836,-2.639751458955899,low,extreme-z,skip
GSE130148_LungHmDev,scCCVGBen_ARMA,distance_correlation_tsne,0.3639028728296,-2.6369714402986064,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,scCCVGBen_GIN,Q_local_umap,0.1986342712086292,-2.6333602697260377,low,extreme-z,skip
GSE125449_new,scCCVGBen_Cheb,Q_global_umap,0.7788365619295392,-2.632281417484386,low,extreme-z,skip
GSE232938_new,scCCVGBen_EdgeConv,Q_local_tsne,0.4398869312169312,-2.6319511764557286,low,extreme-z,skip
GSE175814_new,scCCVGBen_SAGE,manifold_dimensionality_intrin,0.6143190332685586,-2.630916562293854,low,extreme-z,skip
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,PoissonVI,manifold_dimensionality_intrin,0.4104869537513524,-2.6294639709532346,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,distance_correlation_tsne,0.4442866212151702,-2.628793589097835,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,scCCVGBen_Transformer,distance_correlation_umap,0.5235086462583552,-2.6270317852624707,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,highBeta,Q_local_umap,0.2844154626060042,-2.626365637296025,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,LSI,distance_correlation_tsne,0.4447791036172131,-2.6234218290704456,low,extreme-z,skip
GSE158803_new,scCCVGBen_ARMA,manifold_dimensionality_intrin,0.4341184116129012,-2.622986369015365,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,PoissonVI,distance_correlation_tsne,0.4936182810938094,-2.6209420371780423,low,extreme-z,skip
GSE192857_hESCHmTimes,scCCVGBen_Graph,distance_correlation_umap,0.4109011831537412,-2.6193247819870447,low,extreme-z,skip
GSE175814_new,scCCVGBen_SSG,overall_quality_tsne,0.6524774663269929,-2.6184614696261534,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,scVI,Q_local_tsne,0.2406495464852607,-2.6182416165550273,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,DIP,spectral_decay_rate_intrin,0.3653924656783823,-2.6160603778787412,low,extreme-z,skip
GSE253355_bmNicheHm,scCCVGBen_Graph,participation_ratio_intrin,0.4173331687483966,-2.615041104596867,low,extreme-z,skip
GSE115571_LPSMmDev,TC,trajectory_directionality_intrin,0.112643304218435,-2.615039212135237,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_GAT,ASW,0.1855508834123611,-2.6111098544251634,low,extreme-z,skip
GSE145929_UrineMmDev,KPCA,distance_correlation_tsne,0.3747339379001741,-2.6094214678409395,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,FA,Q_local_tsne,0.4257203703703703,-2.607860917915984,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_SAGE,Q_global_umap,0.745559475049445,-2.606267095242702,low,extreme-z,skip
GSE189070_astrocytesSCIMmDev,scCCVGBen_Transformer,manifold_dimensionality_intrin,0.5901505957039972,-2.605996780955297,low,extreme-z,skip
wtko,highBeta,spectral_decay_rate_intrin,0.365243586581396,-2.6039455321136606,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,participation_ratio_intrin,0.0423997107267195,-2.6031486752540274,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_SG,overall_quality_umap,0.6485918051563119,-2.602399747313185,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen,overall_quality_tsne,0.6549026875827887,-2.600540825928124,low,extreme-z,skip
GSE220840_new,scCCVGBen_Cheb,distance_correlation_umap,0.6332050755912386,-2.5979615684693305,low,extreme-z,skip
synthetic_200x100,PCA,CAL,15.41763404470412,-2.5972039238262465,low,extreme-z,skip
GSE283554_new,scCCVGBen_GATv2,Q_global_tsne,0.6989361753598239,-2.5966680059272815,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GAT,anisotropy_score_intrin,0.3356886287325256,-2.5957913740070064,low,extreme-z,skip
irall,highBeta,overall_quality_intrin,0.1432695774565408,-2.594576639196192,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,overall_quality_tsne,0.4570578172723795,-2.5902036965819932,low,extreme-z,skip
irall,TC,participation_ratio_intrin,0.0721933464745078,-2.590067420486939,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,overall_quality_umap,0.4943044065055091,-2.587107635010115,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_TAG,ASW,0.1797114461660385,-2.5867376286826262,low,extreme-z,skip
GSE283554_new,scCCVGBen_GCN,distance_correlation_tsne,0.5558373810578363,-2.5802590473798466,low,extreme-z,skip
GSE189070_astrocytesSCIMmDev,scCCVGBen_TAG,participation_ratio_intrin,0.5737994960939252,-2.5786942882120885,low,extreme-z,skip
GSE189357_new,scCCVGBen_SG,Q_local_umap,0.5847921473429307,-2.577071800536396,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_SG,manifold_dimensionality_intrin,0.5938017489848026,-2.574614271398581,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,PeakVI,DAV,1.204308299118522,-2.5720168246951904,low,extreme-z,skip
irall,DIP,overall_quality_intrin,0.1497847843848165,-2.5703495727178867,low,extreme-z,skip
GSE273423_new,scCCVGBen_Cheb,Q_local_umap,0.4488935838659342,-2.5695505392623827,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,distance_correlation_umap,0.4633782359044205,-2.5692885076169762,low,extreme-z,skip
irall,highBeta,spectral_decay_rate_intrin,0.3670400356274179,-2.5678341950794477,low,extreme-z,skip
GSE149655_CAHmCancer,highBeta,participation_ratio_intrin,0.0666356993268785,-2.566915887453269,low,extreme-z,skip
GSE273423_new,scCCVGBen_EdgeConv,spectral_decay_rate_intrin,0.5856937813119407,-2.5635512361523607,low,extreme-z,skip
GSM8196958_MCF7_2_1_filtered_peak_bc_matrix,LSI,distance_correlation_umap,0.4642196055909555,-2.561160121945381,low,extreme-z,skip
GSM8900551_sample4_ATAC_filtered_peak_bc_matrix,LSI,Q_global_tsne,0.6492388867229636,-2.5595585372531637,low,extreme-z,skip
GSM8900551_sample4_ATAC_filtered_peak_bc_matrix,LSI,overall_quality_tsne,0.4593784980517308,-2.557814962282136,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_GCN,ASW,0.1770313382148742,-2.553395559980036,low,extreme-z,skip
synthetic_200x100,PCA,distance_correlation_umap,0.2833925781430618,-2.5517214347119066,low,extreme-z,skip
GSE125449_new,scCCVGBen_SG,distance_correlation_tsne,0.4834259663082067,-2.549400305894357,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,highBeta,Q_global_tsne,0.6314197635422282,-2.549065868446144,low,extreme-z,skip
GSE154778_new,scCCVGBen_Transformer,Q_local_umap,0.5488013659141477,-2.546733153724153,low,extreme-z,skip
GSE115571_LPSMmDev,scVI,ASW,0.0454565994441509,-2.5456174472587727,low,extreme-z,skip
GSM8196958_MCF7_2_1_filtered_peak_bc_matrix,LSI,distance_correlation_tsne,0.4519620566068956,-2.5450736493415147,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_GCN,distance_correlation_umap,0.5160642942312367,-2.544969461155821,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,highBeta,overall_quality_tsne,0.4387145858821893,-2.542224405337205,low,extreme-z,skip
GSE130430_new,scCCVGBen_SuperGAT,Q_local_tsne,0.5837988733911202,-2.5420205061680923,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,scCCVGBen_TAG,overall_quality_tsne,0.6401814288004748,-2.538439019507954,low,extreme-z,skip
GSE155109_bcECHmCancer,KPCA,manifold_dimensionality_intrin,0.3882021069480437,-2.532922197784017,low,extreme-z,skip
GSE168181_BreastHmCancer,scCCVGBen_GCN,overall_quality_umap,0.6339164863059507,-2.531765214121509,low,extreme-z,skip
GSE197177_new,scCCVGBen_EdgeConv,Q_global_umap,0.7991386857982905,-2.5292843151416,low,extreme-z,skip
GSM9040799_HDM-only_filtered_peak_bc_matrix,PoissonVI,distance_correlation_umap,0.5251720347703075,-2.528222209459695,low,extreme-z,skip
GSE283205_hepatoblastomaCancer,scCCVGBen_Cheb,overall_quality_umap,0.6648038737759162,-2.527490535998176,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_Transformer,ASW,0.1747666001319885,-2.52695213054137,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,Q_local_tsne,0.2344166666666666,-2.5251509245698607,low,extreme-z,skip
irall,DIP,spectral_decay_rate_intrin,0.3669509091464549,-2.5222518035731754,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SAGE,Q_global_umap,0.7491984298567256,-2.5222428974009796,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_EdgeConv,participation_ratio_intrin,0.6499594314937177,-2.5212948063260288,low,extreme-z,skip
wtko,highBeta,distance_correlation_tsne,0.3502580937606164,-2.5207052641144885,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen,anisotropy_score_intrin,0.3775358167876413,-2.519566836287963,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,Q_global_tsne,0.6513003110881848,-2.5193125840890507,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_TAG,distance_correlation_umap,0.5310759642038521,-2.5184607003949866,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SuperGAT,distance_correlation_umap,0.4719951262085146,-2.5182467913658177,low,extreme-z,skip
GSE164378_new,scCCVGBen_EdgeConv,distance_correlation_tsne,0.5955639353542795,-2.515092487247579,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,noise_resilience_intrin,0.1453572392463684,-2.51466282688861,low,extreme-z,skip
GSE181061_new,scCCVGBen_SAGE,distance_correlation_tsne,0.5514130252856427,-2.5067458776380613,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_SG,ASW,0.2278152704238891,-2.505928940252328,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_GAT,ASW,0.1975174099206924,-2.5056484194797246,low,extreme-z,skip
GSE283554_new,scCCVGBen_TAG,DAV,0.4961483457572354,-2.5033282274673003,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,scCCVGBen,K_max_umap,45.0,-2.501701821901425,low,extreme-z,skip
GSE175814_new,scCCVGBen_SSG,Q_global_tsne,0.7440632244429739,-2.5003329116163977,low,extreme-z,skip
GSE143423_lbm_CancerBrainHm,scCCVGBen_Cheb,overall_quality_umap,0.6661691264630312,-2.4961103449760307,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,PeakVI,K_max_umap,120.0,-2.4929784959617556,low,extreme-z,skip
GSE220840_new,scCCVGBen_Cheb,distance_correlation_tsne,0.6073983314593073,-2.4915254420592494,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,distance_correlation_tsne,0.4570819611100742,-2.4892282054431365,low,extreme-z,skip
GSE115571_LPSMmDev,INFO,noise_resilience_intrin,0.0291375637054443,-2.488891623947678,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,LSI,Q_local_tsne,0.237861111111111,-2.4869849322585282,low,extreme-z,skip
GSE130430_new,scCCVGBen_GCN,Q_local_umap,0.5429343364170192,-2.485082863231937,low,extreme-z,skip
ifnHSPC_GSE226824,scCCVGBen,manifold_dimensionality_intrin,0.5702048026407769,-2.484114017597991,low,extreme-z,skip
GSE283205_hepatoblastomaCancer,scCCVGBen_SG,Q_global_umap,0.7442373388875637,-2.4801865428032768,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_GAT,distance_correlation_umap,0.4324974744771976,-2.479585862969772,low,extreme-z,skip
GSE283205_hepatoblastomaCancer,scCCVGBen_GIN,overall_quality_intrin,0.4816353280884669,-2.4790477213257494,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,PoissonVI,Q_local_umap,0.4166112357974929,-2.477804424349806,low,extreme-z,skip
GSE168181_BreastHmCancer,scCCVGBen_GCN,distance_correlation_umap,0.5231758205048733,-2.4761003855094086,low,extreme-z,skip
GSE273423_new,scCCVGBen_EdgeConv,noise_resilience_intrin,0.1567849159240722,-2.472486129963125,low,extreme-z,skip
GSE142653pitHmDev,scCCVGBen_SuperGAT,manifold_dimensionality_intrin,0.6118917095762205,-2.471596972673841,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,Q_local_tsne,0.2394027777777778,-2.4699025727965993,low,extreme-z,skip
GSE228499_breastHmCancer,scCCVGBen_GIN,Q_global_tsne,0.6407723587162867,-2.468486019546076,low,extreme-z,skip
GSE145926_new,scCCVGBen_Graph,DAV,0.86271014379601,-2.465680238439326,low,extreme-z,skip
GSE149655_CAHmCancer,highBeta,overall_quality_intrin,0.1535973633346514,-2.4652953107686537,low,extreme-z,skip
GSE165844_LSKMmBatch,NMF,overall_quality_umap,0.5263246158320272,-2.4643277965217067,low,extreme-z,skip
GSE115571_LPSMmDev,DIP,CAL,132.29159767570678,-2.4635494841288073,low,extreme-z,skip
GSE283205_hepatoblastomaCancer,scCCVGBen_GIN,noise_resilience_intrin,0.1758806228637695,-2.462149756732679,low,extreme-z,skip
GSM5975166_Arm_d200_filtered_peak_bc_matrix,scCCVGBen,overall_quality_umap,0.6569926755317024,-2.462071749944334,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,participation_ratio_intrin,0.06601231347933,-2.461284817584014,low,extreme-z,skip
ifnHSPC_GSE226824,scCCVGBen,anisotropy_score_intrin,0.3795865461157974,-2.460584514459458,low,extreme-z,skip
GSE159519_new,scCCVGBen_ARMA,participation_ratio_intrin,0.43967598657197,-2.459926071907855,low,extreme-z,skip
wtko,highBeta,overall_quality_umap,0.4500733755535147,-2.4597526495028803,low,extreme-z,skip
GSE142653pitHmDev,scCCVGBen_GIN,anisotropy_score_intrin,0.7484446112500127,-2.4593759984771006,low,extreme-z,skip
synthetic_200x100,scCCVGBen_GATv2,ASW,0.2033755630254745,-2.4586422854752112,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SG,Q_global_tsne,0.7434205041952161,-2.4580721779479697,low,extreme-z,skip
GSE189357_new,scCCVGBen_Transformer,Q_local_umap,0.5530563154968686,-2.4575674896821527,low,extreme-z,skip
GSE228499_breastHmCancer,scCCVGBen_SAGE,Q_global_tsne,0.7560297540661036,-2.453333600146283,low,extreme-z,skip
GSE149655_CAHmCancer,TC,anisotropy_score_intrin,0.1133831189296917,-2.452051286074139,low,extreme-z,skip
GSE149655_CAHmCancer,highBeta,anisotropy_score_intrin,0.0975241609242392,-2.4516091630257066,low,extreme-z,skip
GSM8900551_sample4_ATAC_filtered_peak_bc_matrix,LSI,Q_local_tsne,0.2410694444444444,-2.4514351571620843,low,extreme-z,skip
GSE279264_new,scCCVGBen_Transformer,Q_local_umap,0.5533722306173119,-2.450947251075889,low,extreme-z,skip
GSE189357_new,scCCVGBen_SG,Q_local_tsne,0.5979400370273337,-2.449870784894239,low,extreme-z,skip
GSE130430_new,scCCVGBen_GCN,ASW,0.1870667189359665,-2.4498136052079498,low,extreme-z,skip
GSE189070_astrocytesSCIMmDev,scCCVGBen_TAG,manifold_dimensionality_intrin,0.6305704631495561,-2.4485056462568355,low,extreme-z,skip
GSM7884543_D030_13_macular_atac_filtered_peak_bc_matrix,PoissonVI,Q_local_tsne,0.4150238686214464,-2.4481586713775316,low,extreme-z,skip
GSM5975166_Arm_d200_filtered_peak_bc_matrix,scCCVGBen,spectral_decay_rate_intrin,0.4888525159893931,-2.447009435977624,low,extreme-z,skip
GSE155109_bcECHmCancer,scCCVGBen_GIN,distance_correlation_umap,0.2211439028428591,-2.4467849277996843,low,extreme-z,skip
GSE186344_new,scCCVGBen_SG,distance_correlation_tsne,0.494445223316547,-2.4439286443875616,low,extreme-z,skip
GSE163558_new,scCCVGBen_Cheb,distance_correlation_umap,0.6460670956306453,-2.442684338762187,low,extreme-z,skip
GSE189357_lungAdreHmCancer,scCCVGBen_ARMA,distance_correlation_tsne,0.3910698728227774,-2.4414687663736974,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,Q_local_tsne,0.2420166666666666,-2.440939509276468,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SuperGAT,Q_global_umap,0.7153318722215373,-2.440031850152015,low,extreme-z,skip
GSM6214535_4_SI_IEL_filtered_peak_bc_matrix,scCCVGBen,Q_global_tsne,0.7393177364391624,-2.4400202463713736,low,extreme-z,skip
irall,highBeta,Q_global_tsne,0.638038807627078,-2.4379935121665977,low,extreme-z,skip
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,PoissonVI,participation_ratio_intrin,0.3593892180404441,-2.437634067783708,low,extreme-z,skip
GSE138794_new,scCCVGBen_ARMA,anisotropy_score_intrin,0.3568130615940522,-2.4355231496875165,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_SG,distance_correlation_tsne,0.4953796619836799,-2.4349845931939007,low,extreme-z,skip
GSE149655_CAHmCancer,highBeta,spectral_decay_rate_intrin,0.373712234402226,-2.4337129299926867,low,extreme-z,skip
GSE208074_new,scCCVGBen_SuperGAT,Q_local_umap,0.5831550755142376,-2.4335670194191636,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SuperGAT,Q_global_tsne,0.7325090626258158,-2.431349423912785,low,extreme-z,skip
GSE228499_breastHmCancer,scCCVGBen_GIN,overall_quality_tsne,0.4648225047906796,-2.4302170584829255,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,Q_global_umap,0.8021686189114773,-2.4281202628043217,low,extreme-z,skip
wtko,highBeta,overall_quality_intrin,0.156572280829546,-2.4280558394781573,low,extreme-z,skip
GSE193807_new,scCCVGBen_TAG,participation_ratio_intrin,0.5830960888570029,-2.421911330133453,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,Q_global_umap,0.7029935397663961,-2.421778764644067,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_GATv2,ASW,0.207631230354309,-2.421188629943851,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,PeakVI,distance_correlation_tsne,0.3268434502618562,-2.4201487686253755,low,extreme-z,skip
GSM9163267_sc-0077_coch_atac_5min_filtered_peak_bc_matrix,PeakVI,K_max_umap,129.0,-2.4200390544544645,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_SG,Q_global_umap,0.746731037220133,-2.4185862142519463,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SG,Q_global_umap,0.7467658658044187,-2.417725864703263,low,extreme-z,skip
GSE125449_new,scCCVGBen_Cheb,overall_quality_umap,0.6696796236766204,-2.4154219316260255,low,extreme-z,skip
synthetic_200x100,PCA,distance_correlation_tsne,0.3772114958496192,-2.415018353456343,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,INFO,participation_ratio_intrin,0.1185069236189694,-2.414954688565742,low,extreme-z,skip
GSE154778_new,scCCVGBen_SAGE,K_max_umap,45.0,-2.4146823366956993,low,extreme-z,skip
GSE175814_new,scCCVGBen_SuperGAT,distance_correlation_tsne,0.4902800365137957,-2.414197597397221,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,scCCVGBen_Transformer,overall_quality_umap,0.6477945811719324,-2.4105349973545858,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_EdgeConv,overall_quality_intrin,0.4795046768228482,-2.410273101149342,low,extreme-z,skip
synthetic_200x100,PCA,ASW,0.0829846188426017,-2.4088792133468377,low,extreme-z,skip
GSM8196958_MCF7_2_1_filtered_peak_bc_matrix,LSI,overall_quality_umap,0.5061996511787467,-2.407375155437761,low,extreme-z,skip
GSE262288_breastMetasisHmCancer,scCCVGBen_SAGE,Q_local_umap,0.5620047645667297,-2.4066234329153366,low,extreme-z,skip
GSE145929_UrineMmDev,TSVD,distance_correlation_tsne,0.406854857992184,-2.405541369101333,low,extreme-z,skip
GSM9040799_HDM-only_filtered_peak_bc_matrix,PeakVI,distance_correlation_umap,0.4264468120283194,-2.4028558277939767,low,extreme-z,skip
GSE143423_tnbc_CancerBrainHm,TSVD,Q_local_tsne,0.4357823369898533,-2.4017907659833404,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_SG,overall_quality_tsne,0.6540590859399426,-2.401663707832324,low,extreme-z,skip
GSE155109_bcECHmCancer,PCA,manifold_dimensionality_intrin,0.3882021071565373,-2.4000960922373973,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_GATv2,ASW,0.2103961110115051,-2.3968552223444592,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_Transformer,distance_correlation_tsne,0.5037672359127255,-2.3958715586995902,low,extreme-z,skip
GSE273423_new,scCCVGBen_ARMA,Q_global_umap,0.6698772085393349,-2.3954936701631517,low,extreme-z,skip
GSE181061_new,scCCVGBen_SAGE,Q_global_tsne,0.7582688623614299,-2.39178229091603,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,ASW,0.067796275,-2.391255215813877,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,LSI,participation_ratio_intrin,0.077883989579673,-2.3899601192333684,low,extreme-z,skip
GSE154778_new,scCCVGBen_SG,K_max_umap,19.0,-2.3897064915645765,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_Transformer,Q_global_tsne,0.7374380119267926,-2.3887558557456265,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,PoissonVI,Q_local_tsne,0.4206786864168266,-2.3873236178976653,low,extreme-z,skip
GSM8196958_MCF7_2_1_filtered_peak_bc_matrix,scCCVGBen,Q_local_umap,0.4459972837768407,-2.3862440899249178,low,extreme-z,skip
GSE232938_new,scCCVGBen_GIN,Q_local_umap,0.2326460709088073,-2.385967814544178,low,extreme-z,skip
GSM7777060_CTRL_filtered_peak_bc_matrix,scCCVGBen,DAV,0.6335062552799943,-2.383194231252708,low,extreme-z,skip
wtko,DIP,overall_quality_intrin,0.1539419078013956,-2.382944658516309,low,extreme-z,skip
GSE208074_new,scCCVGBen_GAT,Q_local_umap,0.5638043198219004,-2.381273479537393,low,extreme-z,skip
